Account,Description,Gl_Class,BusinessName,OrderType,BU,StockType
64255,"Hoa hồng bán hàng",NS61,LVM,LR,5000,"Non-Stock"
64260,"Phí vận chuyển",NS62,TRD,OP,3000,"Non-Stock"
64260,"Phí vận chuyển",NS62,TRD,OR,3000,"Non-Stock"
64260,"Phí vận chuyển",NS62,HEV,O7,1000,"Non-Stock"
64260,"Phí vận chuyển",NS62,HEV,HR,1000,"Non-Stock"
64260,"Phí vận chuyển",NS62,LVM,O2,5000,"Non-Stock"
64260,"Phí vận chuyển",NS62,LVM,LR,5000,"Non-Stock"
64261,"Phí điện lực",NS63,TRD,OP,3000,"Non-Stock"
64261,"Phí điện lực",NS63,TRD,OR,3000,"Non-Stock"
64261,"Phí điện lực",NS63,HEV,O7,1000,"Non-Stock"
64261,"Phí điện lực",NS63,HEV,HR,1000,"Non-Stock"
64261,"Phí điện lực",NS63,LVM,O2,5000,"Non-Stock"
64261,"Phí điện lực",NS63,LVM,LR,5000,"Non-Stock"
64262,"Phí nước thủy cục",NS64,TRD,OP,3000,"Non-Stock"
64262,"Phí nước thủy cục",NS64,TRD,OR,3000,"Non-Stock"
64262,"Phí nước thủy cục",NS64,HEV,O7,1000,"Non-Stock"
64262,"Phí nước thủy cục",NS64,HEV,HR,1000,"Non-Stock"
64262,"Phí nước thủy cục",NS64,LVM,O2,5000,"Non-Stock"
64262,"Phí nước thủy cục",NS64,LVM,LR,5000,"Non-Stock"
64263,"Phí nhiên liệu",NS65,TRD,OP,3000,"Non-Stock"
64263,"Phí nhiên liệu",NS65,TRD,OR,3000,"Non-Stock"
64263,"Phí nhiên liệu",NS65,HEV,O7,1000,"Non-Stock"
64263,"Phí nhiên liệu",NS65,HEV,HR,1000,"Non-Stock"
64263,"Phí nhiên liệu",NS65,LVM,O2,5000,"Non-Stock"
64263,"Phí nhiên liệu",NS65,LVM,LR,5000,"Non-Stock"
64264,"Phí giao thông- TT trong VN",NS66,TRD,OP,3000,"Non-Stock"
64264,"Phí giao thông- TT trong VN",NS66,TRD,OR,3000,"Non-Stock"
64264,"Phí giao thông- TT trong VN",NS66,HEV,O7,1000,"Non-Stock"
64264,"Phí giao thông- TT trong VN",NS66,HEV,HR,1000,"Non-Stock"
64264,"Phí giao thông- TT trong VN",NS66,LVM,O2,5000,"Non-Stock"
64264,"Phí giao thông- TT trong VN",NS66,LVM,LR,5000,"Non-Stock"
64265,"Phí giao thông- TT ngoài VN",NS67,TRD,OP,3000,"Non-Stock"
64265,"Phí giao thông- TT ngoài VN",NS67,TRD,OR,3000,"Non-Stock"
64265,"Phí giao thông- TT ngoài VN",NS67,HEV,O7,1000,"Non-Stock"
64265,"Phí giao thông- TT ngoài VN",NS67,HEV,HR,1000,"Non-Stock"
64265,"Phí giao thông- TT ngoài VN",NS67,LVM,O2,5000,"Non-Stock"
64265,"Phí giao thông- TT ngoài VN",NS67,LVM,LR,5000,"Non-Stock"
64266,"Phí phúc lợi công cộng của NV",NS68,TRD,OP,3000,"Non-Stock"
64266,"Phí phúc lợi công cộng của NV",NS68,TRD,OR,3000,"Non-Stock"
64266,"Phí phúc lợi công cộng của NV",NS68,HEV,O7,1000,"Non-Stock"
64266,"Phí phúc lợi công cộng của NV",NS68,HEV,HR,1000,"Non-Stock"
64266,"Phí phúc lợi công cộng của NV",NS68,LVM,O2,5000,"Non-Stock"
64266,"Phí phúc lợi công cộng của NV",NS68,LVM,LR,5000,"Non-Stock"
64267,"Phí huấn luyện đào tạo của NV",NS69,TRD,OP,3000,"Non-Stock"
64267,"Phí huấn luyện đào tạo của NV",NS69,TRD,OR,3000,"Non-Stock"
64267,"Phí huấn luyện đào tạo của NV",NS69,HEV,O7,1000,"Non-Stock"
64267,"Phí huấn luyện đào tạo của NV",NS69,HEV,HR,1000,"Non-Stock"
64267,"Phí huấn luyện đào tạo của NV",NS69,LVM,O2,5000,"Non-Stock"
64267,"Phí huấn luyện đào tạo của NV",NS69,LVM,LR,5000,"Non-Stock"
64268,"Vật liệu nhỏ",NS70,TRD,OP,3000,"Non-Stock"
64268,"Vật liệu nhỏ",NS70,TRD,OR,3000,"Non-Stock"
64268,"Vật liệu nhỏ",NS70,HEV,O7,1000,"Non-Stock"
64268,"Vật liệu nhỏ",NS70,HEV,HR,1000,"Non-Stock"
64268,"Vật liệu nhỏ",NS70,LVM,O2,5000,"Non-Stock"
64268,"Vật liệu nhỏ",NS70,LVM,LR,5000,"Non-Stock"
64269,"Công cụ dụng cụ nhỏ thay thế",NS71,TRD,OP,3000,"Non-Stock"
64269,"Công cụ dụng cụ nhỏ thay thế",NS71,TRD,OR,3000,"Non-Stock"
64269,"Công cụ dụng cụ nhỏ thay thế",NS71,HEV,O7,1000,"Non-Stock"
64269,"Công cụ dụng cụ nhỏ thay thế",NS71,HEV,HR,1000,"Non-Stock"
64269,"Công cụ dụng cụ nhỏ thay thế",NS71,LVM,O2,5000,"Non-Stock"
64269,"Công cụ dụng cụ nhỏ thay thế",NS71,LVM,LR,5000,"Non-Stock"
64270,"Phí bảo hiểm",NS72,TRD,OP,3000,"Non-Stock"
64270,"Phí bảo hiểm",NS72,TRD,OR,3000,"Non-Stock"
64270,"Phí bảo hiểm",NS72,HEV,O7,1000,"Non-Stock"
64270,"Phí bảo hiểm",NS72,HEV,HR,1000,"Non-Stock"
64270,"Phí bảo hiểm",NS72,LVM,O2,5000,"Non-Stock"
64270,"Phí bảo hiểm",NS72,LVM,LR,5000,"Non-Stock"
64271,"Phí sửa chữa",NS73,TRD,OP,3000,"Non-Stock"
64271,"Phí sửa chữa",NS73,TRD,OR,3000,"Non-Stock"
64271,"Phí sửa chữa",NS73,HEV,O7,1000,"Non-Stock"
64271,"Phí sửa chữa",NS73,HEV,HR,1000,"Non-Stock"
64271,"Phí sửa chữa",NS73,LVM,O2,5000,"Non-Stock"
64271,"Phí sửa chữa",NS73,LVM,LR,5000,"Non-Stock"
64272,"Phí dịch vụ hoa hồng",NS74,TRD,OP,3000,"Non-Stock"
64272,"Phí dịch vụ hoa hồng",NS74,TRD,OR,3000,"Non-Stock"
64272,"Phí dịch vụ hoa hồng",NS74,HEV,O7,1000,"Non-Stock"
64272,"Phí dịch vụ hoa hồng",NS74,HEV,HR,1000,"Non-Stock"
64272,"Phí dịch vụ hoa hồng",NS74,LVM,O2,5000,"Non-Stock"
64272,"Phí dịch vụ hoa hồng",NS74,LVM,LR,5000,"Non-Stock"
64273,"PDV thuê mướn, BH ngoài TSB Gr",NS75,TRD,OP,3000,"Non-Stock"
64273,"PDV thuê mướn, BH ngoài TSB Gr",NS75,TRD,OR,3000,"Non-Stock"
64273,"PDV thuê mướn, BH ngoài TSB Gr",NS75,HEV,O7,1000,"Non-Stock"
64273,"PDV thuê mướn, BH ngoài TSB Gr",NS75,HEV,HR,1000,"Non-Stock"
64273,"PDV thuê mướn, BH ngoài TSB Gr",NS75,LVM,O2,5000,"Non-Stock"
64273,"PDV thuê mướn, BH ngoài TSB Gr",NS75,LVM,LR,5000,"Non-Stock"
64274,"Phí thuê bao",NS76,TRD,OP,3000,"Non-Stock"
64274,"Phí thuê bao",NS76,TRD,OR,3000,"Non-Stock"
64274,"Phí thuê bao",NS76,HEV,O7,1000,"Non-Stock"
64274,"Phí thuê bao",NS76,HEV,HR,1000,"Non-Stock"
64274,"Phí thuê bao",NS76,LVM,O2,5000,"Non-Stock"
64274,"Phí thuê bao",NS76,LVM,LR,5000,"Non-Stock"
64275,"PDV thuê mướn, bảo hành TSB Gr",NS77,TRD,OP,3000,"Non-Stock"
64275,"PDV thuê mướn, bảo hành TSB Gr",NS77,TRD,OR,3000,"Non-Stock"
64275,"PDV thuê mướn, bảo hành TSB Gr",NS77,HEV,O7,1000,"Non-Stock"
64275,"PDV thuê mướn, bảo hành TSB Gr",NS77,HEV,HR,1000,"Non-Stock"
64275,"PDV thuê mướn, bảo hành TSB Gr",NS77,LVM,O2,5000,"Non-Stock"
64275,"PDV thuê mướn, bảo hành TSB Gr",NS77,LVM,LR,5000,"Non-Stock"
64276,"Phí giao tế",NS78,TRD,OP,3000,"Non-Stock"
64276,"Phí giao tế",NS78,TRD,OR,3000,"Non-Stock"
64276,"Phí giao tế",NS78,HEV,O7,1000,"Non-Stock"
64276,"Phí giao tế",NS78,HEV,HR,1000,"Non-Stock"
64276,"Phí giao tế",NS78,LVM,O2,5000,"Non-Stock"
64276,"Phí giao tế",NS78,LVM,LR,5000,"Non-Stock"
64277,"Phí hội nghị",NS79,TRD,OP,3000,"Non-Stock"
64277,"Phí hội nghị",NS79,TRD,OR,3000,"Non-Stock"
64277,"Phí hội nghị",NS79,HEV,O7,1000,"Non-Stock"
64277,"Phí hội nghị",NS79,HEV,HR,1000,"Non-Stock"
64277,"Phí hội nghị",NS79,LVM,O2,5000,"Non-Stock"
64277,"Phí hội nghị",NS79,LVM,LR,5000,"Non-Stock"
64278,"Dụng cụ văn phòng",NS80,TRD,OP,3000,"Non-Stock"
64278,"Dụng cụ văn phòng",NS80,TRD,OR,3000,"Non-Stock"
64278,"Dụng cụ văn phòng",NS80,HEV,O7,1000,"Non-Stock"
64278,"Dụng cụ văn phòng",NS80,HEV,HR,1000,"Non-Stock"
64278,"Dụng cụ văn phòng",NS80,LVM,O2,5000,"Non-Stock"
64278,"Dụng cụ văn phòng",NS80,LVM,LR,5000,"Non-Stock"
64279,"Phí sách báo, tạp chí,tài liệu",NS81,TRD,OP,3000,"Non-Stock"
64279,"Phí sách báo, tạp chí,tài liệu",NS81,TRD,OR,3000,"Non-Stock"
64279,"Phí sách báo, tạp chí,tài liệu",NS81,HEV,O7,1000,"Non-Stock"
64279,"Phí sách báo, tạp chí,tài liệu",NS81,HEV,HR,1000,"Non-Stock"
64279,"Phí sách báo, tạp chí,tài liệu",NS81,LVM,O2,5000,"Non-Stock"
64279,"Phí sách báo, tạp chí,tài liệu",NS81,LVM,LR,5000,"Non-Stock"
64280,"Phí hội họp công đoàn",NS82,TRD,OR,3000,"Non-Stock"
64280,"Phí hội họp công đoàn",NS82,HEV,O7,1000,"Non-Stock"
64280,"Phí hội họp công đoàn",NS82,HEV,HR,1000,"Non-Stock"
64280,"Phí hội họp công đoàn",NS82,LVM,O2,5000,"Non-Stock"
64280,"Phí hội họp công đoàn",NS82,LVM,LR,5000,"Non-Stock"
64281,"Hàng mẫu",NS83,TRD,OP,3000,"Non-Stock"
64281,"Hàng mẫu",NS83,TRD,OR,3000,"Non-Stock"
64281,"Hàng mẫu",NS83,HEV,O7,1000,"Non-Stock"
64281,"Hàng mẫu",NS83,HEV,HR,1000,"Non-Stock"
64281,"Hàng mẫu",NS83,LVM,O2,5000,"Non-Stock"
64281,"Hàng mẫu",NS83,LVM,LR,5000,"Non-Stock"
64291,"Phí chuyển gửi",NS84,TRD,OP,3000,"Non-Stock"
64291,"Phí chuyển gửi",NS84,TRD,OR,3000,"Non-Stock"
64291,"Phí chuyển gửi",NS84,HEV,O7,1000,"Non-Stock"
64291,"Phí chuyển gửi",NS84,HEV,HR,1000,"Non-Stock"
64291,"Phí chuyển gửi",NS84,LVM,O2,5000,"Non-Stock"
64291,"Phí chuyển gửi",NS84,LVM,LR,5000,"Non-Stock"
64295,"Phí bồi thường",NS85,TRD,OP,3000,"Non-Stock"
64295,"Phí bồi thường",NS85,TRD,OR,3000,"Non-Stock"
64295,"Phí bồi thường",NS85,HEV,O7,1000,"Non-Stock"
64295,"Phí bồi thường",NS85,HEV,HR,1000,"Non-Stock"
64295,"Phí bồi thường",NS85,LVM,O2,5000,"Non-Stock"
64295,"Phí bồi thường",NS85,LVM,LR,5000,"Non-Stock"
64299,"Tạp phí",NS86,TRD,OP,3000,"Non-Stock"
64299,"Tạp phí",NS86,TRD,OR,3000,"Non-Stock"
64299,"Tạp phí",NS86,HEV,O7,1000,"Non-Stock"
64299,"Tạp phí",NS86,HEV,HR,1000,"Non-Stock"
64299,"Tạp phí",NS86,LVM,O2,5000,"Non-Stock"
64299,"Tạp phí",NS86,LVM,LR,5000,"Non-Stock"
62250,"Tiền phúc lợi công cộng của nhân công trực tiếp",NS87,HEV,O7,1000,"Non-Stock"
62250,"Tiền phúc lợi công cộng của nhân công trực tiếp",NS87,HEV,HR,1000,"Non-Stock"
62250,"Tiền phúc lợi công cộng của nhân công trực tiếp",NS87,LVM,O2,5000,"Non-Stock"
62250,"Tiền phúc lợi công cộng của nhân công trực tiếp",NS87,LVM,LR,5000,"Non-Stock"
62270,"Phí huấn luyện đào tạo của nhân công trực tiếp",NS88,HEV,O7,1000,"Non-Stock"
62270,"Phí huấn luyện đào tạo của nhân công trực tiếp",NS88,HEV,HR,1000,"Non-Stock"
62270,"Phí huấn luyện đào tạo của nhân công trực tiếp",NS88,LVM,O2,5000,"Non-Stock"
62270,"Phí huấn luyện đào tạo của nhân công trực tiếp",NS88,LVM,LR,5000,"Non-Stock"
62280,"Lương nhân công trực tiếp thuê ngoài",NS89,HEV,O7,1000,"Non-Stock"
62280,"Lương nhân công trực tiếp thuê ngoài",NS89,HEV,HR,1000,"Non-Stock"
62280,"Lương nhân công trực tiếp thuê ngoài",NS89,LVM,O2,5000,"Non-Stock"
62280,"Lương nhân công trực tiếp thuê ngoài",NS89,LVM,LR,5000,"Non-Stock"
62718,"Tiền phúc lợi công cộng của nhân viên gián tiếp",NS90,HEV,O7,1000,"Non-Stock"
62718,"Tiền phúc lợi công cộng của nhân viên gián tiếp",NS90,HEV,HR,1000,"Non-Stock"
62718,"Tiền phúc lợi công cộng của nhân viên gián tiếp",NS90,LVM,O2,5000,"Non-Stock"
62718,"Tiền phúc lợi công cộng của nhân viên gián tiếp",NS90,LVM,LR,5000,"Non-Stock"
62719,"Phí huấn luyện đào tạo của nhân viên gián tiếp",NS91,HEV,O7,1000,"Non-Stock"
62719,"Phí huấn luyện đào tạo của nhân viên gián tiếp",NS91,HEV,HR,1000,"Non-Stock"
62719,"Phí huấn luyện đào tạo của nhân viên gián tiếp",NS91,LVM,O2,5000,"Non-Stock"
62719,"Phí huấn luyện đào tạo của nhân viên gián tiếp",NS91,LVM,LR,5000,"Non-Stock"
62730,"Thuế quan",NS92,HEV,O7,1000,"Non-Stock"
62730,"Thuế quan",NS92,HEV,HR,1000,"Non-Stock"
62730,"Thuế quan",NS92,LVM,O2,5000,"Non-Stock"
62730,"Thuế quan",NS92,LVM,LR,5000,"Non-Stock"
62750,"Phí tuyển mộ",NS93,HEV,O7,1000,"Non-Stock"
62750,"Phí tuyển mộ",NS93,HEV,HR,1000,"Non-Stock"
62750,"Phí tuyển mộ",NS93,LVM,O2,5000,"Non-Stock"
62750,"Phí tuyển mộ",NS93,LVM,LR,5000,"Non-Stock"
62760,"Phí vận chuyển",NS94,HEV,O7,1000,"Non-Stock"
62760,"Phí vận chuyển",NS94,HEV,HR,1000,"Non-Stock"
62760,"Phí vận chuyển",NS94,LVM,O2,5000,"Non-Stock"
62760,"Phí vận chuyển",NS94,LVM,LR,5000,"Non-Stock"
62761,"Phí điện lực",NS95,HEV,O7,1000,"Non-Stock"
62761,"Phí điện lực",NS95,HEV,HR,1000,"Non-Stock"
62761,"Phí điện lực",NS95,LVM,O2,5000,"Non-Stock"
62761,"Phí điện lực",NS95,LVM,LR,5000,"Non-Stock"
62762,"Phí nước thủy cục",NS96,HEV,O7,1000,"Non-Stock"
62762,"Phí nước thủy cục",NS96,HEV,HR,1000,"Non-Stock"
62762,"Phí nước thủy cục",NS96,LVM,O2,5000,"Non-Stock"
62762,"Phí nước thủy cục",NS96,LVM,LR,5000,"Non-Stock"
62764,"Phí giao thông- thông thường trong VN",NS97,HEV,O7,1000,"Non-Stock"
62764,"Phí giao thông- thông thường trong VN",NS97,HEV,HR,1000,"Non-Stock"
62764,"Phí giao thông- thông thường trong VN",NS97,LVM,O2,5000,"Non-Stock"
62764,"Phí giao thông- thông thường trong VN",NS97,LVM,LR,5000,"Non-Stock"
62765,"Phí giao thông- thông thường ngoài VN",NS98,HEV,O7,1000,"Non-Stock"
62765,"Phí giao thông- thông thường ngoài VN",NS98,HEV,HR,1000,"Non-Stock"
62765,"Phí giao thông- thông thường ngoài VN",NS98,LVM,O2,5000,"Non-Stock"
62765,"Phí giao thông- thông thường ngoài VN",NS98,LVM,LR,5000,"Non-Stock"
62766,"Phí giao thông- do điều đi công tác trong VN",NS99,HEV,O7,1000,"Non-Stock"
62766,"Phí giao thông- do điều đi công tác trong VN",NS99,HEV,HR,1000,"Non-Stock"
62766,"Phí giao thông- do điều đi công tác trong VN",NS99,LVM,O2,5000,"Non-Stock"
62766,"Phí giao thông- do điều đi công tác trong VN",NS99,LVM,LR,5000,"Non-Stock"
62767,"Phí giao thông- do điều đi công tác ngoài VN",N01,HEV,O7,1000,"Non-Stock"
62767,"Phí giao thông- do điều đi công tác ngoài VN",N01,HEV,HR,1000,"Non-Stock"
62767,"Phí giao thông- do điều đi công tác ngoài VN",N01,LVM,O2,5000,"Non-Stock"
62767,"Phí giao thông- do điều đi công tác ngoài VN",N01,LVM,LR,5000,"Non-Stock"
62768,"Phí điện thoại trong nước",N02,HEV,O7,1000,"Non-Stock"
62768,"Phí điện thoại trong nước",N02,HEV,HR,1000,"Non-Stock"
62768,"Phí điện thoại trong nước",N02,LVM,O2,5000,"Non-Stock"
62768,"Phí điện thoại trong nước",N02,LVM,LR,5000,"Non-Stock"
62769,"Phí điện thoại nước ngoài",N03,HEV,O7,1000,"Non-Stock"
62769,"Phí điện thoại nước ngoài",N03,HEV,HR,1000,"Non-Stock"
62769,"Phí điện thoại nước ngoài",N03,LVM,O2,5000,"Non-Stock"
62769,"Phí điện thoại nước ngoài",N03,LVM,LR,5000,"Non-Stock"
62770,"Phí bảo hiểm",N04,HEV,O7,1000,"Non-Stock"
62770,"Phí bảo hiểm",N04,HEV,HR,1000,"Non-Stock"
62770,"Phí bảo hiểm",N04,LVM,O2,5000,"Non-Stock"
62770,"Phí bảo hiểm",N04,LVM,LR,5000,"Non-Stock"
62771,"Phí sửa chữa",N05,HEV,O7,1000,"Non-Stock"
62771,"Phí sửa chữa",N05,HEV,HR,1000,"Non-Stock"
62771,"Phí sửa chữa",N05,LVM,O2,5000,"Non-Stock"
62771,"Phí sửa chữa",N05,LVM,LR,5000,"Non-Stock"
62772,"Phí thay đổi layout",N06,HEV,O7,1000,"Non-Stock"
62772,"Phí thay đổi layout",N06,HEV,HR,1000,"Non-Stock"
62772,"Phí thay đổi layout",N06,LVM,O2,5000,"Non-Stock"
62772,"Phí thay đổi layout",N06,LVM,LR,5000,"Non-Stock"
62773,"Phí dịch vụ thuê mướn, bảo hành",N07,HEV,O7,1000,"Non-Stock"
62773,"Phí dịch vụ thuê mướn, bảo hành",N07,HEV,HR,1000,"Non-Stock"
62773,"Phí dịch vụ thuê mướn, bảo hành",N07,LVM,O2,5000,"Non-Stock"
62773,"Phí dịch vụ thuê mướn, bảo hành",N07,LVM,LR,5000,"Non-Stock"
62774,"Phí thuê bao",N08,HEV,O7,1000,"Non-Stock"
62774,"Phí thuê bao",N08,HEV,HR,1000,"Non-Stock"
62774,"Phí thuê bao",N08,LVM,O2,5000,"Non-Stock"
62774,"Phí thuê bao",N08,LVM,LR,5000,"Non-Stock"
62775,"Phí dịch vụ thuê mướn, bảo hành",N09,HEV,O7,1000,"Non-Stock"
62775,"Phí dịch vụ thuê mướn, bảo hành",N09,HEV,HR,1000,"Non-Stock"
62775,"Phí dịch vụ thuê mướn, bảo hành",N09,LVM,O2,5000,"Non-Stock"
62775,"Phí dịch vụ thuê mướn, bảo hành",N09,LVM,LR,5000,"Non-Stock"
62776,"Phí giao tế",N10,HEV,O7,1000,"Non-Stock"
62776,"Phí giao tế",N10,HEV,HR,1000,"Non-Stock"
62776,"Phí giao tế",N10,LVM,O2,5000,"Non-Stock"
62776,"Phí giao tế",N10,LVM,LR,5000,"Non-Stock"
62777,"Phí hội nghị",N11,HEV,O7,1000,"Non-Stock"
62777,"Phí hội nghị",N11,HEV,HR,1000,"Non-Stock"
62777,"Phí hội nghị",N11,LVM,O2,5000,"Non-Stock"
62777,"Phí hội nghị",N11,LVM,LR,5000,"Non-Stock"
62778,"Dụng cụ văn phòng",N12,HEV,O7,1000,"Non-Stock"
62778,"Dụng cụ văn phòng",N12,HEV,HR,1000,"Non-Stock"
62778,"Dụng cụ văn phòng",N12,LVM,O2,5000,"Non-Stock"
62778,"Dụng cụ văn phòng",N12,LVM,LR,5000,"Non-Stock"
62779,"Phí sách báo, tạp chí tài liệu",N13,HEV,O7,1000,"Non-Stock"
62779,"Phí sách báo, tạp chí tài liệu",N13,HEV,HR,1000,"Non-Stock"
62779,"Phí sách báo, tạp chí tài liệu",N13,LVM,O2,5000,"Non-Stock"
62779,"Phí sách báo, tạp chí tài liệu",N13,LVM,LR,5000,"Non-Stock"
62780,"Phí hội họp công đoàn",N14,HEV,O7,1000,"Non-Stock"
62780,"Phí hội họp công đoàn",N14,HEV,HR,1000,"Non-Stock"
62780,"Phí hội họp công đoàn",N14,LVM,O2,5000,"Non-Stock"
62780,"Phí hội họp công đoàn",N14,LVM,LR,5000,"Non-Stock"
62781,"Phí gia công bên ngoài",N15,HEV,O7,1000,"Non-Stock"
62781,"Phí gia công bên ngoài",N15,HEV,HR,1000,"Non-Stock"
62781,"Phí gia công bên ngoài",N15,LVM,O2,5000,"Non-Stock"
62781,"Phí gia công bên ngoài",N15,LVM,LR,5000,"Non-Stock"
62784,"phí phát sinh do hàng bán bị lỗi",N16,HEV,O7,1000,"Non-Stock"
62784,"phí phát sinh do hàng bán bị lỗi",N16,HEV,HR,1000,"Non-Stock"
62784,"phí phát sinh do hàng bán bị lỗi",N16,LVM,O2,5000,"Non-Stock"
62784,"phí phát sinh do hàng bán bị lỗi",N16,LVM,LR,5000,"Non-Stock"
62799,"Tạp phí",N17,HEV,O7,1000,"Non-Stock"
62799,"Tạp phí",N17,HEV,HR,1000,"Non-Stock"
62799,"Tạp phí",N17,LVM,O2,5000,"Non-Stock"
62799,"Tạp phí",N17,LVM,LR,5000,"Non-Stock"
24220,"Chi phí trả trước dài hạn (khác)-Phân bổ Dụng cụ trên 30tr",N18,TRD,OP,3000,"Non-Stock"
24220,"Chi phí trả trước dài hạn (khác)-Phân bổ Dụng cụ trên 30tr",N18,TRD,OR,3000,"Non-Stock"
24220,"Chi phí trả trước dài hạn (khác)-Phân bổ Dụng cụ trên 30tr",N18,HEV,O7,1000,"Non-Stock"
24220,"Chi phí trả trước dài hạn (khác)-Phân bổ Dụng cụ trên 30tr",N18,HEV,HR,1000,"Non-Stock"
24220,"Chi phí trả trước dài hạn (khác)-Phân bổ Dụng cụ trên 30tr",N18,LVM,O2,5000,"Non-Stock"
24220,"Chi phí trả trước dài hạn (khác)-Phân bổ Dụng cụ trên 30tr",N18,LVM,LR,5000,"Non-Stock"
24111,"Chi phi lien quan den TSCD",N19,TRD,OP,3000,"Non-Stock"
24111,"Chi phi lien quan den TSCD",N19,TRD,OR,3000,"Non-Stock"
24111,"Chi phi lien quan den TSCD",N19,HEV,O7,1000,"Non-Stock"
24111,"Chi phi lien quan den TSCD",N19,HEV,HR,1000,"Non-Stock"
24111,"Chi phi lien quan den TSCD",N19,LVM,O2,5000,"Non-Stock"
24111,"Chi phi lien quan den TSCD",N19,LVM,LR,5000,"Non-Stock"